points,avg,std,max,min,time
1000,0.9267500000000002,0.011675294428835607,0.94499999999999995,0.90500000000000003,101.49483113282
900,0.92574999999999985,0.014144345159815639,0.94750000000000001,0.89249999999999996,86.56044528484
800,0.92799999999999994,0.013266499161421601,0.94750000000000001,0.90749999999999997,73.58723614214999
700,0.91649999999999987,0.01270826502713884,0.89749999999999996,0.93999999999999995,62.715223145480003
600,0.9202499999999999,0.012116620816052618,0.93999999999999995,0.89500000000000002,50.882248139379996
500,0.91674999999999984,0.010250000000000021,0.9325,0.89749999999999996,42.444609904299995
400,0.91750000000000009,0.014448183276799909,0.88749999999999996,0.9375,29.236936902989999
300,0.90999999999999992,0.017392527130926101,0.88,0.9325,21.366140794729997
200,0.8952500000000001,0.013667936932836668,0.87749999999999995,0.92000000000000004,14.129539513580003
